INFO 2024-12-12 11:03:14,974 autoreload Watching for file changes with StatReloader
DEBUG 2024-12-12 11:03:29,543 utils (0.000) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" LIMIT 21; args=(); alias=default
DEBUG 2024-12-12 11:03:29,542 base Exception while resolving variable 'section' in template 'tracker/edit_project.html'.
Traceback (most recent call last):
  File "C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\template\base.py", line 880, in _resolve_lookup
    current = current[bit]
              ~~~~~~~^^^^^
  File "C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\template\context.py", line 83, in __getitem__
    raise KeyError(key)
KeyError: 'section'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\template\base.py", line 886, in _resolve_lookup
    if isinstance(current, BaseContext) and getattr(
                                            ^^^^^^^^
AttributeError: type object 'RequestContext' has no attribute 'section'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\template\base.py", line 896, in _resolve_lookup
    current = current[int(bit)]
                      ^^^^^^^^
ValueError: invalid literal for int() with base 10: 'section'

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\template\base.py", line 903, in _resolve_lookup
    raise VariableDoesNotExist(
django.template.base.VariableDoesNotExist: Failed lookup for key [section] in [{'True': True, 'False': False, 'None': None}, {'csrf_token': <SimpleLazyObject: 'hNbPCx7k1NmAP7XhxtwCgYeCncTJL1EIBu23gyzSz6vLyI25rNy7kFbU8QmUN077'>, 'request': <WSGIRequest: GET '/edit-project/67/?tab=contracts'>, 'user': <SimpleLazyObject: <User: SU>>, 'perms': PermWrapper(<SimpleLazyObject: <User: SU>>), 'messages': <FallbackStorage: request=<WSGIRequest: GET '/edit-project/67/?tab=contracts'>>, 'DEFAULT_MESSAGE_LEVELS': {'DEBUG': 10, 'INFO': 20, 'SUCCESS': 25, 'WARNING': 30, 'ERROR': 40}}, {}, {'form': <ProjectForm bound=False, valid=Unknown, fields=(project_name;project_address;client_name;project_no;status;user)>, 'project': <Project: 25-002-HCKSTD Herrenclub>, 'contracts': <QuerySet [<Contract: 2506-25-002 Beratungsleistung>]>, 'contract_form': <ContractForm bound=False, valid=Unknown, fields=(contract_name;vat_percentage)>, 'clients': <QuerySet [<Client: BCK Architektur>, <Client: Egeria REI GmbH Ijzendoorn & Co. KG>, <Client: S+P Real Estate GmbH>, <Client: Nomard Ibiza, S.L.>, <Client: Allan Gaertke>, <Client: Len Faki>, <Client: RA Rechtsanwaltversorgungs VW-Rheinland-Pfalz GmbH & Co. Geschl. Inv. KG c/o HIH Property Services GmbH>, <Client: Meilicke Konstanzer Strasse GbR c/o MEI Services GmbH>, <Client: Adem Bogocli>, <Client: Burmester Audiosysteme GmbH>, <Client: Arena Synchron GmbH>]>, 'users': <QuerySet [<User: TJ>, <User: DD>, <User: TS>, <User: IK>, <User: MRC>, <User: MS>, <User: JG>, <User: BK>, <User: SU>, <User: AK>, <User: OO>, <User: BS>, <User: EG>]>, 'section_library': <QuerySet [<SectionLibrary: LP1>, <SectionLibrary: Stundennachweis>, <SectionLibrary: LP2>, <SectionLibrary: LP3>, <SectionLibrary: LP4>, <SectionLibrary: LP5>, <SectionLibrary: LP6>, <SectionLibrary: LP7>, <SectionLibrary: LP8>]>, 'invoices': <QuerySet []>, 'vat_percentages': {315: Decimal('19.00')}, 'all_projects': <QuerySet [<Project: 24-012-GENBIM Genelec BIM>, <Project: 24-012-SOORRTL>, <Project: 21-005-RHN76KLR Umbau WCs>, <Project: 23-012-MRBSTD Mockup - Muraba The Veil>, <Project: 17-011-SCH24 Schloﬂstr. 24>, <Project: 24-011-MRUVLA Villa Gaertke Mauritius>, <Project: 22-004-ARNSTD Arena Studios>, <Project: 25-002-HCKSTD Herrenclub>, <Project: 24-005-KONQRT Konstanzerstr>, <Project: 22-013 OKKEIS-OK KOOL>, <Project: 24-010-NÙmade Ibiza>, <Project: 00-001-B¸ro>, <Project: 23-003-BRM Burmester>, <Project: 24-004-LNFKSTD Len Faki Studio>]>}, {'block': <Block Node: content. Contents: [<TextNode: '\n<div class="container mx'>, <Variable Node: project.project_name>, <TextNode: '</h2>\n        </div>\n    '>, <URLNode view_name=''projects'' args=[] kwargs={} as=None>, <TextNode: '\';">\n                <svg'>, <URLNode view_name=''edit_project'' args=[<FilterExpression 'project.id'>] kwargs={} as=None>, <TextNode: '">\n            '>, <django.template.defaulttags.CsrfTokenNode object at 0x000001D38E032A80>, <TextNode: '\n            <div class="'>, <Variable Node: project.project_name>, <TextNode: '" placeholder="Project Na'>, <Variable Node: project.project_address>, <TextNode: '" placeholder="Project Ad'>, <ForNode: for client in clients, tail_len: 7>, <TextNode: '\n                    </se'>, <Variable Node: project.project_no>, <TextNode: '" placeholder="Project Nu'>, <ForNode: for choice in form.status.field.choices, tail_len: 7>, <TextNode: '\n                    </se'>, <Variable Node: form.user>, <TextNode: '\n                </div>\n '>, <ForNode: for contract in contracts, tail_len: 17>, <TextNode: '\n                </tbody>'>, <ForNode: for invoice in invoices, tail_len: 23>, <TextNode: '\n                    </tb'>, <URLNode view_name=''add_users'' args=[] kwargs={} as=None>, <TextNode: '">\n            '>, <django.template.defaulttags.CsrfTokenNode object at 0x000001D38E011AC0>, <TextNode: '\n            <input type='>, <URLNode view_name=''add_budget'' args=[] kwargs={} as=None>, <TextNode: '">\n            '>, <django.template.defaulttags.CsrfTokenNode object at 0x000001D38E011C10>, <TextNode: '\n            <input type='>, <URLNode view_name=''generate_word_document'' args=[<FilterExpression '0'>] kwargs={} as=None>, <TextNode: '">\n            <input typ'>, <URLNode view_name=''download_invoice'' args=[<FilterExpression '0'>] kwargs={} as=None>, <TextNode: '">\n            <input typ'>, <IncludeNode: template=<FilterExpression "'tracker/view_invoice_modal.html'">>, <TextNode: '\n'>, <IncludeNode: template=<FilterExpression "'tracker/record_payment_modal.html'">>, <TextNode: '\n\n'>, <IncludeNode: template=<FilterExpression "'tracker/create_invoice.html'">>, <TextNode: '\n'>, <IncludeNode: template=<FilterExpression "'tracker/contract_form_modal.html'">>, <TextNode: '\n'>]>}, {}]
DEBUG 2024-12-12 11:03:29,556 utils (0.015) SELECT 1 AS "a" FROM "auth_group" INNER JOIN "tracker_user_groups" ON ("auth_group"."id" = "tracker_user_groups"."group_id") WHERE ("tracker_user_groups"."user_id" = 1 AND "auth_group"."name" = 'employees') LIMIT 1; args=(1, 1, 'employees'); alias=default
DEBUG 2024-12-12 11:03:29,558 utils (0.000) SELECT 1 AS "a" FROM "auth_group" INNER JOIN "tracker_user_groups" ON ("auth_group"."id" = "tracker_user_groups"."group_id") WHERE ("tracker_user_groups"."user_id" = 1 AND "auth_group"."name" = 'managers') LIMIT 1; args=(1, 1, 'managers'); alias=default
DEBUG 2024-12-12 11:03:29,560 utils (0.000) SELECT 1 AS "a" FROM "auth_group" INNER JOIN "tracker_user_groups" ON ("auth_group"."id" = "tracker_user_groups"."group_id") WHERE ("tracker_user_groups"."user_id" = 1 AND "auth_group"."name" = 'managers') LIMIT 1; args=(1, 1, 'managers'); alias=default
INFO 2024-12-12 11:03:29,563 basehttp "GET /edit-project/67/?tab=contracts HTTP/1.1" 200 167973
INFO 2024-12-12 11:03:29,611 basehttp "GET /static/css/output.css HTTP/1.1" 304 0
DEBUG 2024-12-12 11:03:30,711 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\contrib\messages\context_processors.py first seen with mtime 1720681148.3555107
DEBUG 2024-12-12 11:03:30,712 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\phonenumbers\data\region_DE.py first seen with mtime 1733996833.390344
DEBUG 2024-12-12 11:03:30,726 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\contrib\sessions\serializers.py first seen with mtime 1720681149.1739066
DEBUG 2024-12-12 11:03:30,731 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\contrib\messages\storage\session.py first seen with mtime 1720681148.364519
DEBUG 2024-12-12 11:03:30,734 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\conf\locale\en\__init__.py first seen with mtime 1720681144.4107406
DEBUG 2024-12-12 11:03:30,749 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\contrib\messages\storage\cookie.py first seen with mtime 1720681148.3615162
DEBUG 2024-12-12 11:03:30,751 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\contrib\messages\storage\fallback.py first seen with mtime 1720681148.3635154
DEBUG 2024-12-12 11:03:30,761 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\template\context_processors.py first seen with mtime 1720681150.8681777
DEBUG 2024-12-12 11:03:30,762 autoreload File C:\Users\BCK-CustomApp\Documents\GitHub\Django-HTMX-Finance-App\venv\Lib\site-packages\django\conf\locale\en\formats.py first seen with mtime 1720681144.411741
DEBUG 2024-12-12 11:03:57,334 utils (0.000) SELECT "tracker_contract"."id", "tracker_contract"."contract_name", "tracker_contract"."additional_fee_percentage", "tracker_contract"."vat_percentage" FROM "tracker_contract" WHERE "tracker_contract"."id" = 315 LIMIT 21; args=(315,); alias=default
DEBUG 2024-12-12 11:03:57,353 utils (0.015) SELECT 1 AS "a" FROM "tracker_project" INNER JOIN "tracker_project_contract" ON ("tracker_project"."id" = "tracker_project_contract"."project_id") WHERE "tracker_project_contract"."contract_id" = 315 LIMIT 1; args=(1, 315); alias=default
DEBUG 2024-12-12 11:03:57,358 utils (0.000) SELECT "tracker_project"."id", "tracker_project"."project_name", "tracker_project"."project_address", "tracker_project"."client_name_id", "tracker_project"."project_no", "tracker_project"."status" FROM "tracker_project" INNER JOIN "tracker_project_contract" ON ("tracker_project"."id" = "tracker_project_contract"."project_id") WHERE "tracker_project_contract"."contract_id" = 315 ORDER BY "tracker_project"."id" ASC LIMIT 1; args=(315,); alias=default
DEBUG 2024-12-12 11:03:57,363 utils (0.000) SELECT 1 AS "a" FROM "tracker_invoice" WHERE "tracker_invoice"."project_id" = 67 LIMIT 1; args=(1, 67); alias=default
DEBUG 2024-12-12 11:03:57,369 utils (0.016) SELECT "tracker_user"."id", "tracker_user"."username" FROM "tracker_user"; args=(); alias=default
DEBUG 2024-12-12 11:03:57,379 utils (0.000) SELECT "tracker_section"."id", "tracker_section"."section_name", "tracker_section"."allocated_budget", "tracker_section"."section_billed_hourly", "tracker_section"."order" FROM "tracker_section" INNER JOIN "tracker_contract_section" ON ("tracker_section"."id" = "tracker_contract_section"."section_id") WHERE "tracker_contract_section"."contract_id" = 315; args=(315,); alias=default
DEBUG 2024-12-12 11:03:57,392 utils (0.016) SELECT "tracker_item"."id", "tracker_item"."Item_name", "tracker_item"."description", "tracker_item"."quantity", "tracker_item"."unit", "tracker_item"."rate", "tracker_item"."total", "tracker_item"."order" FROM "tracker_item" INNER JOIN "tracker_section_Item" ON ("tracker_item"."id" = "tracker_section_Item"."item_id") WHERE "tracker_section_Item"."section_id" = 2007; args=(2007,); alias=default
DEBUG 2024-12-12 11:03:57,394 utils (0.000) SELECT "tracker_invoice"."id", "tracker_invoice"."project_id", "tracker_invoice"."contract_id", "tracker_invoice"."provided_quantities", "tracker_invoice"."invoice_net", "tracker_invoice"."invoice_gross", "tracker_invoice"."amount_received", "tracker_invoice"."title", "tracker_invoice"."created_at", "tracker_invoice"."invoice_type" FROM "tracker_invoice" WHERE "tracker_invoice"."project_id" = 67; args=(67,); alias=default
DEBUG 2024-12-12 11:03:57,400 utils (0.015) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1041; args=(1041,); alias=default
DEBUG 2024-12-12 11:03:57,408 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1041; args=(1041,); alias=default
DEBUG 2024-12-12 11:03:57,410 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1042; args=(1042,); alias=default
DEBUG 2024-12-12 11:03:57,412 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1042; args=(1042,); alias=default
DEBUG 2024-12-12 11:03:57,413 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1055; args=(1055,); alias=default
DEBUG 2024-12-12 11:03:57,414 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1055; args=(1055,); alias=default
DEBUG 2024-12-12 11:03:57,416 utils (0.016) SELECT "tracker_item"."id", "tracker_item"."Item_name", "tracker_item"."description", "tracker_item"."quantity", "tracker_item"."unit", "tracker_item"."rate", "tracker_item"."total", "tracker_item"."order" FROM "tracker_item" INNER JOIN "tracker_section_Item" ON ("tracker_item"."id" = "tracker_section_Item"."item_id") WHERE "tracker_section_Item"."section_id" = 2008; args=(2008,); alias=default
DEBUG 2024-12-12 11:03:57,417 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1044; args=(1044,); alias=default
DEBUG 2024-12-12 11:03:57,418 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1044; args=(1044,); alias=default
DEBUG 2024-12-12 11:03:57,419 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1045; args=(1045,); alias=default
DEBUG 2024-12-12 11:03:57,420 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1045; args=(1045,); alias=default
DEBUG 2024-12-12 11:03:57,423 utils (0.000) SELECT "tracker_item"."id", "tracker_item"."Item_name", "tracker_item"."description", "tracker_item"."quantity", "tracker_item"."unit", "tracker_item"."rate", "tracker_item"."total", "tracker_item"."order" FROM "tracker_item" INNER JOIN "tracker_section_Item" ON ("tracker_item"."id" = "tracker_section_Item"."item_id") WHERE "tracker_section_Item"."section_id" = 2009; args=(2009,); alias=default
DEBUG 2024-12-12 11:03:57,426 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1046; args=(1046,); alias=default
DEBUG 2024-12-12 11:03:57,427 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1046; args=(1046,); alias=default
DEBUG 2024-12-12 11:03:57,429 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1057; args=(1057,); alias=default
DEBUG 2024-12-12 11:03:57,430 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1057; args=(1057,); alias=default
DEBUG 2024-12-12 11:03:57,431 utils (0.000) SELECT "tracker_item"."id", "tracker_item"."Item_name", "tracker_item"."description", "tracker_item"."quantity", "tracker_item"."unit", "tracker_item"."rate", "tracker_item"."total", "tracker_item"."order" FROM "tracker_item" INNER JOIN "tracker_section_Item" ON ("tracker_item"."id" = "tracker_section_Item"."item_id") WHERE "tracker_section_Item"."section_id" = 2010; args=(2010,); alias=default
DEBUG 2024-12-12 11:03:57,433 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1058; args=(1058,); alias=default
DEBUG 2024-12-12 11:03:57,434 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1058; args=(1058,); alias=default
DEBUG 2024-12-12 11:03:57,435 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1059; args=(1059,); alias=default
DEBUG 2024-12-12 11:03:57,436 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1059; args=(1059,); alias=default
DEBUG 2024-12-12 11:03:57,437 utils (0.000) SELECT "tracker_user"."id" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1060; args=(1060,); alias=default
DEBUG 2024-12-12 11:03:57,440 utils (0.000) SELECT "tracker_task"."id", "tracker_task"."task_name" FROM "tracker_task" INNER JOIN "tracker_item_tasks" ON ("tracker_task"."id" = "tracker_item_tasks"."task_id") WHERE "tracker_item_tasks"."item_id" = 1060; args=(1060,); alias=default
INFO 2024-12-12 11:03:57,443 basehttp "GET /ajax/load-contract-data/?contract_id=315 HTTP/1.1" 200 5596
DEBUG 2024-12-12 11:04:26,673 utils (0.000) SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."expire_date" > '2024-12-12T10:04:26.610825+00:00'::timestamptz AND "django_session"."session_key" = 'ixs12k3x8459hta38s3q8kcb6yx14kna') LIMIT 21; args=(datetime.datetime(2024, 12, 12, 10, 4, 26, 610825, tzinfo=datetime.timezone.utc), 'ixs12k3x8459hta38s3q8kcb6yx14kna'); alias=default
DEBUG 2024-12-12 11:04:26,676 utils (0.000) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" WHERE "tracker_user"."id" = 1 LIMIT 21; args=(1,); alias=default
DEBUG 2024-12-12 11:04:26,684 utils (0.015) SELECT "tracker_project"."id", "tracker_project"."project_name", "tracker_project"."project_address", "tracker_project"."client_name_id", "tracker_project"."project_no", "tracker_project"."status" FROM "tracker_project" WHERE "tracker_project"."id" = 67 LIMIT 21; args=(67,); alias=default
DEBUG 2024-12-12 11:04:26,688 utils (0.000) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" INNER JOIN "tracker_project_user" ON ("tracker_user"."id" = "tracker_project_user"."user_id") WHERE "tracker_project_user"."project_id" = 67; args=(67,); alias=default
DEBUG 2024-12-12 11:04:26,693 utils (0.000) SELECT "tracker_contract"."id", "tracker_contract"."contract_name", "tracker_contract"."additional_fee_percentage", "tracker_contract"."vat_percentage" FROM "tracker_contract" INNER JOIN "tracker_project_contract" ON ("tracker_contract"."id" = "tracker_project_contract"."contract_id") WHERE "tracker_project_contract"."project_id" = 67; args=(67,); alias=default
DEBUG 2024-12-12 11:04:26,704 utils (0.000) SELECT "tracker_client"."id", "tracker_client"."client_name", "tracker_client"."client_mail", "tracker_client"."client_phone", "tracker_client"."firm_name", "tracker_client"."street_address", "tracker_client"."postal_code", "tracker_client"."city", "tracker_client"."country" FROM "tracker_client"; args=(); alias=default
DEBUG 2024-12-12 11:04:26,705 utils (0.000) SELECT "tracker_client"."id", "tracker_client"."client_name", "tracker_client"."client_mail", "tracker_client"."client_phone", "tracker_client"."firm_name", "tracker_client"."street_address", "tracker_client"."postal_code", "tracker_client"."city", "tracker_client"."country" FROM "tracker_client" WHERE "tracker_client"."id" = 37 LIMIT 21; args=(37,); alias=default
DEBUG 2024-12-12 11:04:26,707 utils (0.000) DECLARE "_django_curs_6828_sync_2" NO SCROLL CURSOR WITH HOLD FOR SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user"; args=(); alias=default
DEBUG 2024-12-12 11:04:26,719 utils (0.016) SELECT "tracker_section"."id", "tracker_section"."section_name", "tracker_section"."allocated_budget", "tracker_section"."section_billed_hourly", "tracker_section"."order" FROM "tracker_section" INNER JOIN "tracker_contract_section" ON ("tracker_section"."id" = "tracker_contract_section"."section_id") WHERE "tracker_contract_section"."contract_id" = 315; args=(315,); alias=default
DEBUG 2024-12-12 11:04:26,724 utils (0.000) SELECT "tracker_item"."id", "tracker_item"."Item_name", "tracker_item"."description", "tracker_item"."quantity", "tracker_item"."unit", "tracker_item"."rate", "tracker_item"."total", "tracker_item"."order" FROM "tracker_item" INNER JOIN "tracker_section_Item" ON ("tracker_item"."id" = "tracker_section_Item"."item_id") WHERE "tracker_section_Item"."section_id" = 2008; args=(2008,); alias=default
DEBUG 2024-12-12 11:04:26,730 utils (0.015) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1045; args=(1045,); alias=default
DEBUG 2024-12-12 11:04:26,732 utils (0.000) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1044; args=(1044,); alias=default
DEBUG 2024-12-12 11:04:26,733 utils (0.000) SELECT "tracker_item"."id", "tracker_item"."Item_name", "tracker_item"."description", "tracker_item"."quantity", "tracker_item"."unit", "tracker_item"."rate", "tracker_item"."total", "tracker_item"."order" FROM "tracker_item" INNER JOIN "tracker_section_Item" ON ("tracker_item"."id" = "tracker_section_Item"."item_id") WHERE "tracker_section_Item"."section_id" = 2009; args=(2009,); alias=default
DEBUG 2024-12-12 11:04:26,735 utils (0.000) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1057; args=(1057,); alias=default
DEBUG 2024-12-12 11:04:26,736 utils (0.000) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1046; args=(1046,); alias=default
DEBUG 2024-12-12 11:04:26,738 utils (0.000) SELECT "tracker_item"."id", "tracker_item"."Item_name", "tracker_item"."description", "tracker_item"."quantity", "tracker_item"."unit", "tracker_item"."rate", "tracker_item"."total", "tracker_item"."order" FROM "tracker_item" INNER JOIN "tracker_section_Item" ON ("tracker_item"."id" = "tracker_section_Item"."item_id") WHERE "tracker_section_Item"."section_id" = 2010; args=(2010,); alias=default
DEBUG 2024-12-12 11:04:26,740 utils (0.000) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1060; args=(1060,); alias=default
DEBUG 2024-12-12 11:04:26,741 utils (0.000) SELECT "tracker_user"."id", "tracker_user"."password", "tracker_user"."last_login", "tracker_user"."is_superuser", "tracker_user"."username", "tracker_user"."first_name", "tracker_user"."last_name", "tracker_user"."email", "tracker_user"."is_staff", "tracker_user"."is_active", "tracker_user"."date_joined", "tracker_user"."dark_mode" FROM "tracker_user" INNER JOIN "tracker_item_users" ON ("tracker_user"."id" = "tracker_item_users"."user_id") WHERE "tracker_item_users"."item_id" = 1058; args=(1058,); alias=default
